event_start, event_dt, event_stats[0], event_stats[1], event_stats[2]
2161390,186,11698,209668,3568104
2161601,25,844,36667,572268
2161639,184,12032,214572,3833813
2161847,26,849,36553,579678
2161883,186,11532,200932,3351772
2162095,26,723,27918,473984
2162131,186,11784,214776,3807305
2162340,27,1202,40662,606724
2162376,187,11863,200022,3470326
2162587,27,1578,43943,666021
2162624,185,11521,202794,3634204
2162834,26,844,36662,578428
2162869,187,11758,207461,3539853
2163081,26,1156,38705,660626
2163117,186,11660,212082,3795415
2163328,25,845,34201,549076
2163363,185,11631,186317,3216742
2163574,27,885,38299,627687
2163611,186,11531,217034,3796084
2163821,26,846,35965,586712
2163856,187,11358,198181,3388159
2164067,27,1251,40975,642312
2164104,186,12065,212262,3690337
2164314,26,849,35667,563794
2164349,187,11876,207022,3478128
2164561,26,1246,39462,646697
2164597,186,11743,211209,3698330
2164807,27,1097,38530,611842
2164843,186,11874,203389,3345868
2165054,27,880,38371,653699
2165090,187,11659,219306,3781532
2165301,25,848,36105,592324
2165336,186,11661,200873,3451614
2165547,27,1055,39197,639614
2165584,186,11469,203956,3582198
2166179,8,540,5633,20881
2166194,3,1,9,30
2166407,18,107,932,3884
2166606,8,225,1997,7726
2166648,3,1,11,32
2166835,13,7,57,213
2167051,9,466,5124,19178
2167069,12,17,143,554
2167155,9,34,375,1248
2167314,14,227,2009,9240
2167398,10,377,4146,16856
2167544,9,408,4254,15928
2167567,6,2,17,63
2167646,15,319,3746,12842
2167808,14,353,3291,14260
2167893,9,176,1946,7082
2168038,8,356,3564,12571
2168057,10,60,530,1977
2168144,5,8,75,232
2168303,13,230,2042,9839
2168386,8,342,3254,11912
2168531,7,576,5349,20711
2168634,8,38,361,1221
2168780,6,4,34,117
2168795,13,146,1254,5091
2168879,8,193,2164,7983
2169025,7,283,3037,10919
2169042,11,16,126,456
2169128,9,25,239,817
2169288,11,283,2560,10711
2169373,9,383,3910,15273
2169518,6,425,4712,17550
2169622,6,72,725,2471
2169783,12,64,555,2484
2169867,11,474,4887,19022
2170010,9,225,2296,8216
2170036,4,2,15,55
2170114,10,121,1207,4284
2170274,15,534,5119,25085
2170326,4,3,26,95
2170360,12,566,5813,23476
2170504,8,767,8458,33320
2170527,3,1,7,33
2170607,9,81,833,2836
2170768,15,157,1363,5993
2170853,8,113,1143,4397
2170998,9,484,4997,18923
2171018,8,9,68,274
2171102,7,20,182,647
2171211,8,1,7,26
2171262,12,380,3490,15500
2171346,9,119,1355,4879
2171490,8,309,3099,12376
2171511,6,7,50,193
2171593,12,105,944,3362
2171756,11,128,1123,4577
2171839,9,289,3111,12359
2172167,31,222,1943,7811
2172204,34,333,3506,16206
2172372,17,353,3131,15064
2172401,11,170,1549,6528
2172418,8,14,122,463
2172442,15,259,2789,15063
2172590,34,613,5437,21182
2172632,30,245,2183,11066
2172800,15,242,2140,9257
2172826,13,51,444,1690
2172845,11,105,990,4451
2172868,17,93,911,4207
2173033,42,187,1627,6935
2173103,6,484,4138,15591
2173154,16,1916,27776,184029
2173271,20,841,7910,34263
2173305,17,280,2444,11120
2173332,4,1,8,35
2173348,7,847,10586,50814
2173394,22,1899,23751,152008
2173527,15,605,5805,27726
2173544,14,191,1592,6956
2173595,6,803,9075,38501
2173645,20,2023,32731,230830
2173764,20,664,5815,25701
2173796,20,181,1442,6080
2173825,6,84,891,3104
2173842,7,522,3903,18081
2173888,23,2253,32479,253774
2174021,40,984,9609,40082
2174090,4,436,3982,16399
2174135,21,1900,30901,145738
2174258,21,375,3312,16048
2174291,18,484,4224,20106
2174318,5,22,186,735
2174335,8,838,8478,43691
2174381,23,1476,16264,88538
2174517,12,701,7710,43035
2174533,21,943,8384,41677
2174579,9,84,696,2501
2174629,21,1739,22073,125131
2174752,20,537,4592,21037
2174787,15,272,2444,9987
2174812,6,165,1766,6956
2174829,7,924,12966,75950
2174871,27,2248,35056,231218
2175007,13,872,8975,48940
2175022,14,175,1557,6528
2175074,8,815,8233,50571
2175123,20,1967,28081,170436
2175245,20,749,6946,27106
2175278,17,59,467,1885
2175304,7,28,253,937
2175322,7,70,546,2021
2175367,23,2058,32456,256856
2175503,12,265,2333,8805
2175518,13,157,1338,5351
2175533,9,32,275,1033
2175568,7,711,6889,26830
2175621,16,1990,32287,211191
2175739,19,1104,11016,49576
2175770,21,357,3138,13619
2175797,8,241,2458,9846
2175815,8,976,11251,61645
2175862,22,2101,32255,195904
2175992,15,737,7467,39476
2176011,22,126,1063,4475
2176046,4,31,305,1050
2176063,5,800,7181,37038
2176107,22,2012,32552,213728
2176231,21,424,3866,16174
2176264,18,133,1115,4643
2176292,5,28,274,907
2176306,9,868,10264,48019
2176352,24,2128,34997,286313
2176473,4,1,7,26
2176488,28,779,6408,29852
2176521,8,14,107,431
2176540,4,1,10,28
2176555,6,301,2900,9486
2176602,21,1952,28983,187826
2176725,20,374,3141,13113
2176758,20,105,880,3519
2176785,6,158,1614,6479
2176802,5,574,7046,30164
2176845,25,949,11849,56280
2176981,12,79,687,2828
2176996,15,183,1496,6068
2177013,8,5,44,176
2177048,7,12,104,352
2177094,23,1953,29653,176134
2177219,19,452,4014,18239
2177252,19,169,1459,6485
2177279,5,74,706,2710
2177295,8,900,9849,55118
2177341,22,2037,31273,221617
2177473,13,132,1106,5090
2177493,11,33,275,1088
2177507,7,7,53,188
2177528,2,1,7,27
2177542,7,63,463,1747
2177594,16,1670,21114,121894
2177710,20,554,5219,24572
2177742,21,50,420,1565
2177772,3,9,73,259
2177788,7,690,6163,26655
2177832,24,1748,21517,128085
2178041,128,5787,72255,781749
2178256,57,5072,64605,739348
2178316,61,746,10759,100408
2178468,123,5419,68515,728047
2178684,56,4579,60213,820637
2178743,64,1224,16055,129421
2178904,78,4917,81421,1497554
2179005,8,474,3750,16888
2179017,16,306,2873,14134
2179040,37,2189,63984,1015249
2179151,80,4340,79113,1831310
2179249,9,45,390,1346
2179266,6,3,25,88
2179280,45,2355,55419,885484
2179397,77,5854,87071,1257392
2179495,26,61,531,1966
2179532,38,2132,58731,948873
2179644,80,4565,79577,1517916
2179737,15,307,2698,11664
2179772,46,2235,51265,849873
2179889,81,5641,80863,1363985
2179988,7,10,85,338
2180004,11,441,4861,25330
2180025,39,2339,57158,942652
2180138,79,4350,78343,1910715
2180231,14,30,269,987
2180266,45,2349,51131,811619
2180383,75,5309,85361,1619145
2180477,16,33,287,1031
2180497,11,428,4813,24575
2180520,37,2210,64672,1006471
2180631,80,4456,83411,1835552
2180724,14,264,1958,8321
2180759,45,2416,49857,868327
2180877,79,6327,85636,1067772
2180971,3,1,8,28
2180976,9,257,1979,8076
2180990,13,466,5190,29875
2181012,38,2245,52315,779136
2181124,79,4717,86625,1888323
2181218,15,84,720,2636
2181253,45,2405,50829,791889
2181369,78,4960,79622,1689286
2181471,9,18,170,590
2181484,11,76,751,2880
2181505,39,2193,51577,809000
2181617,82,4832,82298,1485645
2181710,13,31,290,1223
2181734,4,1,8,28
2181746,45,2343,50285,782427
2181862,84,4761,71244,1450615
2181956,18,976,9454,49577
2181978,7,220,2384,8991
2181998,39,2456,58155,844374
2182111,79,4688,80590,1955715
2182204,15,253,2613,9065
2182225,8,90,817,2948
2182240,44,2372,56929,906079
2182356,81,5332,80125,1314564
2182458,9,64,632,2573
2182471,9,169,1532,6389
2182492,39,2412,58386,801165
2182605,82,4202,72945,1486035
2182698,17,42,391,1375
2182733,45,2288,50969,783316
2182850,80,5202,89332,1726629
2182965,14,44,374,1534
2182989,34,2084,47821,719989
2183097,81,5190,94816,1889907
2183193,12,630,5381,21564
2183227,43,2167,48078,789356
2183342,81,6148,102430,1756360
2183443,11,30,267,925
2183458,7,326,2950,11947
2183479,38,2390,68897,1088429
2183591,80,4688,79464,1931450
2183684,13,400,3671,15191
2183722,42,2168,52898,888964
2184021,161,10719,169017,3072928
2184235,160,11656,201918,3809242
2184447,162,10362,163149,3141792
2184661,160,11482,193781,3687219
2184860,26,832,35162,581234
2184896,186,11610,199488,3431731
2185108,26,832,35174,614766
2185144,186,11769,207495,3672365
2185354,26,834,36207,553289
2185389,187,11793,205334,3523355
2185601,27,826,34753,616836
2185638,185,11790,206695,3655935
2185848,25,1258,39822,562139
2185883,186,11602,201225,3372161
2186094,27,826,34499,613850
2186130,187,11135,208672,3626552
2186341,25,828,35937,572499
2186376,187,11536,193538,3389289
2186587,27,835,36310,620106
2186624,186,11474,205841,3656483
2186834,26,1463,40726,590066
2186870,186,11810,208082,3465050
2187081,26,934,35010,612416
2187117,187,11812,213966,3648724
2187327,26,822,36173,554537
2187363,186,11688,200727,3367003
2187574,27,832,36665,600802
2187611,186,11334,211509,3752149
2187820,26,829,32590,541445
2187856,187,11312,196872,3361814
2188067,27,987,37657,609239
2188103,188,11540,206531,3582495
2188314,26,826,34950,560300
2188349,187,11672,202994,3481442
2188561,27,1521,40222,621216
2188597,187,11753,214381,3714762
2188807,26,977,36354,567153
2188843,187,11775,207120,3482282
2189054,27,1397,42258,655125
2189090,187,10921,207847,3687748
2189301,26,823,35896,566174
2189336,187,11365,200307,3328303
2189547,27,1528,45408,659856
2189584,186,11618,208146,3578180
2190180,7,136,1538,5006
2190198,2,1,8,27
2190218,6,3,24,96
2190407,17,75,656,2780
2190606,8,127,1222,4292
2190624,9,18,150,559
2190644,7,26,236,877
2190833,10,175,1516,6033
2190846,4,2,17,56
2191051,9,223,2230,8234
2191071,11,20,172,711
2191155,8,23,222,706
2191316,14,17,131,495
2191400,8,128,1207,4298
2191544,7,377,3985,14548
2191561,13,75,557,2105
2191649,9,157,1568,5230
2191808,12,267,2388,10750
2191825,4,12,93,349
2191894,7,111,1232,4095
2192038,6,120,1128,4264
2192056,7,21,165,617
2192141,7,83,809,2791
2192287,3,3,25,83
2192303,14,35,299,1133
2192386,9,223,2298,8706
2192533,7,627,6581,27481
2192551,6,4,30,114
2192636,8,94,863,3174
2192782,2,1,8,27
2192797,12,421,3850,18650
2192881,9,173,1687,6158
2193025,9,674,7269,31747
2193048,6,6,51,188
2193130,7,8,81,296
2193290,13,83,730,2990
2193375,6,43,406,1477
2193519,6,437,4704,19096
2193623,8,58,569,1891
2193783,13,128,1147,4814
2193868,8,198,2023,7597
2194013,5,246,2425,9213
2194030,11,7,60,234
2194118,5,37,343,1196
2194260,5,3,35,170
2194279,6,2,15,53
2194360,9,405,4420,16811
2194507,5,422,4576,16294
2194528,6,3,24,90
2194610,9,377,3660,12978
2194755,4,3,26,85
2194772,12,61,498,1954
2194854,10,171,2064,7072
2194999,9,770,8265,33882
2195019,7,6,53,186
2195101,9,62,601,1988
2195263,14,432,3956,18275
2195348,7,135,1457,5254
2195493,7,347,4005,14145
2195515,2,1,7,25
2195596,10,118,1212,4083
2195757,13,242,2166,10593
2195843,7,19,165,622
2196167,27,325,2927,12033
2196205,32,295,3011,16330
2196372,15,427,3969,15100
2196398,15,186,1709,6797
2196418,10,96,861,3740
2196440,18,130,1351,6855
2196593,32,777,6423,27269
2196632,4,2,17,57
2196643,23,313,3222,19562
2196798,17,163,1446,6436
2196825,15,278,2486,10419
2196844,11,71,680,2725
2196868,15,198,2323,11032
2197035,40,1067,10577,40160
2197101,5,26,198,694
2197150,20,1590,20762,111811
2197271,21,652,5665,24368
2197302,21,125,1007,4032
2197331,6,31,282,968
2197349,7,718,7361,31517
2197392,25,1966,28332,174038
2197530,14,753,8072,39108
2197546,22,248,2040,8332
2197580,4,12,91,322
2197644,19,1985,33625,239590
2197764,22,1069,10445,50072
2197796,22,260,2238,10140
2197826,4,2,17,57
2197842,7,659,5558,25864
2197886,24,2075,28609,190406
2198019,16,432,3630,15031
2198037,17,223,1940,8236
2198089,5,740,7800,35150
2198135,20,1820,24936,138518
2198259,18,310,2724,10928
2198291,19,263,2382,10885
2198320,3,4,36,113
2198335,7,700,6740,36703
2198382,22,2173,33295,235358
2198513,14,1034,11465,63614
2198532,18,238,1933,8386
2198586,1,1,8,27
2198629,20,1919,29392,154915
2198752,18,555,5089,22185
2198784,21,33,270,1092
2198811,7,136,1394,5650
2198829,8,933,11766,67961
2198872,24,1806,29709,177559
2199009,39,696,7358,26395
2199075,6,489,3749,15677
2199121,22,1972,27655,205981
2199244,21,403,3899,19153
2199279,17,277,2384,10620
2199305,5,42,361,1286
2199321,8,944,11804,67382
2199368,23,2045,29934,230327
2199503,11,489,4340,18652
2199517,13,170,1342,5363
2199553,3,3,28,97
2199569,4,4,33,115
2199614,22,1848,24225,158657
2199739,17,415,3795,17954
2199770,19,512,4590,21355
2199797,5,17,156,559
2199814,8,869,11425,54868
2199861,22,1668,21943,115340
2199982,7,3,24,98
2199993,14,252,2038,7712
2200009,26,54,453,1880
2200063,4,130,987,3951
2200111,19,1913,26621,156796
2200233,18,360,3162,15473
2200263,22,354,3117,13306
2200291,6,77,781,2749
2200309,6,162,1333,5474
2200351,25,2029,28375,211047
2200488,30,610,5044,21776
2200520,7,12,99,385
2200604,19,1892,26780,154981
2200726,19,364,3289,12721
2200759,16,206,1739,7769
2200784,6,161,1624,6964
2200802,6,440,3569,13706
2200845,25,2260,28184,206703
2200981,12,544,5314,20276
2201000,21,79,681,2607
2201033,4,2,15,61
2201049,8,507,4987,19674
2201096,21,1840,24397,139918
2201218,22,892,7474,30026
2201250,18,136,1152,4616
2201278,5,78,762,2645
2201297,5,72,693,2255
2201339,25,1940,25458,171437
2201473,14,665,5322,23732
2201491,14,126,1110,4415
2201510,4,2,15,69
2201541,6,20,165,577
2201591,17,1376,15320,79786
2201712,19,424,3696,13984
2201742,20,48,395,1495
2201772,6,57,508,1982
2201788,7,483,4352,16193
2201834,22,1826,21432,136040
2201969,38,1770,20901,102067
2202035,7,283,2256,9206
2202088,16,1118,12071,64642
2202204,21,1686,16931,91085
2202236,22,109,905,3823
2202264,7,66,616,2512
2202282,7,37,288,1036
2202293,9,195,1588,6160
2202327,24,2316,32957,216730
2202458,15,517,4266,17915
2202479,21,146,1287,4938
2202530,4,2,15,52
2202576,19,1604,19022,106802
2202698,18,441,3799,18400
2202731,18,243,1952,7921
2202758,5,22,201,715
2202776,7,850,9712,63739
2202819,24,1007,10635,61382
2202956,14,1227,14997,93892
2202974,20,194,1706,6541
2203007,2,1,8,26
2203024,3,10,81,284
2203072,18,1915,31542,181159
2203192,17,791,7313,34511
2203224,20,49,392,1566
2203253,3,4,32,118
2203269,8,886,9808,61163
2203314,23,1978,28730,203696
2203445,16,1393,14166,83262
2203464,21,90,733,3078
2203501,2,1,9,30
2203516,4,74,548,1970
2203564,19,1907,27223,180051
2203686,19,707,6296,27432
2203716,24,388,3247,14814
2203745,6,19,181,721
2203761,7,835,9920,60141
2203806,25,1705,23653,120243
2203943,29,525,4773,19941
2203992,5,10,87,301
2204008,6,114,1124,3577
2204057,17,1921,27707,167161
2204178,20,963,9240,42267
2204213,16,107,920,4267
2204239,4,25,221,819
2204254,8,766,7671,39736
2204298,26,1917,25515,168493
2204432,15,1029,9349,52378
2204454,15,291,2716,10367
2204486,4,15,138,466
2204503,5,194,1441,5761
2204552,19,1940,35860,218083
2204673,18,280,2444,11533
2204704,20,191,1521,6455
2204731,8,204,1882,7082
2204749,6,662,5864,30258
2204793,24,1971,25505,162623
2204930,38,986,8663,48355
2205042,21,1723,21838,119554
2205165,19,520,4520,17641
2205199,14,92,763,3249
2205226,5,8,63,244
2205242,7,697,6476,32332
2205288,22,1376,16751,86798
2205418,16,898,7533,32370
2205438,21,137,1079,4407
2205473,4,48,473,1583
2205488,7,39,297,1069
2205535,19,1939,27652,173711
2205659,19,728,6650,26851
2205691,20,214,1869,8583
2205718,5,22,204,738
2205735,7,818,9400,42008
2205778,25,2046,31420,253386
2205913,17,313,2441,10397
2205933,14,104,912,3638
2205983,4,110,863,3505
2206028,21,1757,20955,127345
2206153,20,1292,12042,65457
2206181,21,26,214,856
2206212,4,2,19,72
2206229,7,492,4614,17102
2206272,25,1944,25243,171128
2206403,16,663,7403,47027
2206423,25,563,4816,20385
2206460,4,18,152,535
2206521,22,1935,31389,205246
2206645,21,1491,13999,92816
2206678,19,231,1938,8395
2206705,5,23,221,785
2206721,9,820,9376,39183
2206766,23,2213,34762,262976
2206902,40,914,8447,34172
2206954,2,2,16,55
2206968,6,30,208,756
2207012,25,1935,30117,209095
2207139,19,208,1928,7717
2207174,14,71,603,2469
2207198,6,45,395,1445
2207215,7,606,5761,23596
2207262,22,1994,27383,174968
2207395,38,1023,10391,45074
2207446,5,16,178,582
2207463,5,736,8278,43892
2207510,19,1631,20554,120381
2207632,20,1152,10987,54791
2207663,21,354,2988,13577
2207693,3,1,7,26
2207708,7,680,6655,27570
2207752,24,2101,31254,241281
2208038,126,4949,66914,692813
2208256,58,3509,56323,1135575
2208316,64,876,11607,102512
2208464,127,5553,65777,588345
2208680,60,5587,65850,731299
2208743,61,916,11614,109431
2208902,76,5909,91254,1475306
2209000,14,103,989,3656
2209018,11,113,1033,4049
2209040,37,2165,56383,907126
2209151,79,4521,80674,1990045
2209244,14,24,203,815
2209282,42,2352,50134,766558
2209395,81,6176,95551,1352657
2209498,24,370,4067,21024
2209533,37,2110,56114,938544
2209645,79,4671,79467,1739171
2209737,2,2,16,53
2209741,10,84,674,2635
2209757,12,32,287,1095
2209773,44,2415,52232,773812
2209890,79,5006,79486,1120584
2209986,10,20,175,678
2210006,10,391,4477,22086
2210029,35,2155,54538,796111
2210137,81,5206,90299,1779256
2210230,15,410,3590,15644
2210266,45,2458,55481,821864
2210383,77,5095,79106,1379988
2210484,9,221,1861,7212
2210497,11,186,1735,7171
2210519,39,2247,58519,883000
2210631,85,5420,86188,1751032
2210729,8,369,3057,11977
2210760,44,2355,49448,774903
2210877,74,5204,88392,1250215
2210955,2,1,10,30
2210972,10,5,37,146
2210991,13,364,3960,19278
2211014,36,2046,57301,944345
2211124,80,4157,78385,1836291
2211218,11,10,78,291
2211239,6,10,91,301
2211254,43,2170,47474,819023
2211369,78,5547,82509,1306344
2211471,9,49,419,1563
2211482,13,262,2521,9805
2211505,39,2200,59933,969963
2211618,81,4674,84781,1951616
2211711,11,14,118,397
2211732,9,53,480,1818
2211747,44,2145,45012,776289
2211863,80,5118,86513,1468503
2211964,9,508,4857,19319
2211977,11,347,3912,20053
2211999,38,2157,57416,894214
2212111,80,4166,78213,1692818
2212204,16,178,1326,5287
2212241,43,2273,47196,748923
2212356,81,4794,69226,1281186
2212449,14,118,1058,4495
2212470,12,201,2017,9280
2212492,38,2458,64576,999248
2212605,79,4431,79749,1785873
2212701,12,22,183,653
2212719,4,3,26,90
2212732,46,2345,48979,785569
2212850,78,5732,93776,1282843
2212944,5,1,6,24
2212951,6,27,224,745
2212964,14,331,3670,18822
2212985,39,2370,60828,948846
2213098,80,4184,73953,1760310
2213191,2,1,11,36
2213197,10,239,2165,8442
2213226,45,2413,48432,725752
2213343,78,5795,91139,1441742
2213441,11,62,598,2289
2213456,12,295,3899,15732
2213477,40,2145,61354,932997
2213590,77,4651,86602,1873623
2213694,2,4,31,117
2213719,45,2032,42865,665596
2213837,75,5382,87537,1649586
2213931,29,342,3513,14629
2213972,39,2095,53279,822372
2214084,82,4292,76756,1852519
2214179,13,47,421,1654
2214198,5,8,73,254
2214216,42,2298,49748,747770
2214330,80,5332,86445,1399135
2214427,12,131,1292,4567
2214444,9,281,2880,12732
2214462,42,2343,55068,828932
2214578,80,4665,86385,2105981
2214670,2,1,6,24
2214677,8,323,2657,10075
2214691,9,59,518,1851
2214707,44,2472,51026,756820
2214823,81,5436,87566,1602639
2214917,12,72,644,2665
2214939,9,7,59,222
2214962,35,2212,61097,982109
2215071,81,4501,81887,2066012
2215164,13,50,411,1616
2215200,45,2182,49754,724121
2215316,84,6333,96699,1635481
2215416,11,235,2010,8047
2215430,10,181,1656,7066
2215454,37,2123,50582,792787
2215564,77,4243,74288,1609881
2215657,17,68,548,2267
2215679,7,34,304,1039
2215694,43,2227,52281,853525
2215809,79,5869,98506,1693463
2215904,29,372,3473,14067
2215946,37,2065,53247,779263
2216057,81,4363,79521,2029765
2216150,15,11,101,388
2216173,8,33,336,1237
2216187,44,2411,52812,889434
2216303,81,6647,98647,1404412
2216404,5,4,29,109
2216413,15,364,3959,19505
2216438,39,2204,62047,893042
2216552,78,4137,69679,1634481
2216650,8,84,683,2528
2216679,46,2314,50886,813726
2216796,80,5561,87041,1120104
2216897,28,160,1454,5949
2216932,38,2125,53471,784211
2217044,79,4400,82352,1777975
2217137,1,1,7,25
2217144,6,4,36,122
2217176,42,2228,51902,852979
2217289,79,6703,110792,1630057
2217387,28,541,5746,27333
2217426,38,2098,53259,798248
2217538,78,4138,82957,2056809
2217649,11,225,2208,8930
2217667,44,2372,52848,889853
2217783,79,6196,97012,1519473
2217877,12,7,58,218
2217897,15,341,3583,18626
2217915,42,2165,58782,962387
2218031,78,4665,81778,1951639
2218124,12,11,87,360
2218160,45,2205,52214,873919
2218276,75,5579,87214,1166167
2218374,9,5,39,156
2218391,11,531,5326,29528
2218412,38,2408,60391,838877
2218524,82,4124,79202,1933982
2218620,10,10,89,332
2218640,3,2,15,52
2218655,42,2246,50691,797572
2218770,77,5954,97100,1642933
2218863,17,285,2537,9412
2218884,8,20,168,661
2218907,36,2083,60424,978933
2219018,79,4702,85784,1751331
2219108,15,11,97,407
2219132,6,9,79,272
2219148,43,2463,45168,713994
2219263,75,5114,76280,1164525
2219376,16,210,2026,8073
2219399,38,2162,58748,850824
2219511,82,4901,84817,1633411
2219604,13,247,2378,8233
2219625,7,7,57,193
2219642,43,2143,51283,839071
2220021,161,10251,160714,2867767
2220235,159,11145,188301,3510163
2220447,162,9100,143301,2780579
2220661,160,10857,174982,3409276
2220860,27,799,32645,519202
2220896,185,11054,186823,3215801
2221107,27,1516,42164,626877
2221144,185,10902,192202,3434001
2221354,26,1006,34828,552649
2221389,186,11478,202063,3305604
2221601,27,832,34628,597793
2221637,186,11697,205214,3582440
2221847,26,1301,40859,575511
2221883,186,10870,191566,3219644
2222094,27,799,36423,607626
2222130,186,10570,198473,3483812
2222340,27,796,31568,536505
2222376,185,10305,158027,2945301
2222588,26,1159,36831,603156
2222624,185,11321,198822,3478092
2222834,26,1273,39793,563998
2222869,187,11611,203855,3419016
2223081,27,1505,38628,617075
2223117,186,11134,197160,3490614
2223327,26,802,33083,536629
2223363,186,11238,193560,3272988
2223574,27,1071,38020,615649
2223611,185,11087,198408,3540239
2223820,26,803,32723,562190
2223856,186,10970,184705,3253493
2224067,27,1578,41375,614010
2224104,186,11121,199643,3477039
2224314,26,794,33152,538143
2224349,187,11537,199245,3373428
2224561,26,1479,41759,617078
2224597,186,11640,204853,3513732
2224807,26,802,34989,550030
2224843,186,10925,194459,3306118
2225054,27,812,36166,611931
2225091,186,10777,197477,3510962
2225300,26,798,32088,536007
2225336,187,10933,191425,3189002
2225547,28,830,35763,603367
2225584,186,10565,193749,3420044
2225794,26,780,30691,507863
2225830,186,11528,200566,3340026
2226041,27,817,34231,601824
2226077,187,11453,204554,3529336
2226287,27,795,32700,504492
2226323,186,11461,195322,3271164
2226534,27,799,35302,604483
2226571,186,11225,205478,3532799
2226780,27,800,33463,545984
2226816,187,10714,188545,3246209
2227027,27,855,35787,596251
2227064,186,10752,198107,3321835
2227274,26,786,32704,517557
2227309,187,11630,199055,3335306
2227521,27,807,34436,587535
2227558,186,11039,201983,3354381
2227767,27,900,33180,527531
2227803,186,11217,192707,3257739
2228014,27,869,36204,598740
2228051,186,10369,198717,3470365
2228261,26,858,32597,523917
2228296,187,10911,189677,3227306
2228508,26,997,36705,594667
2228544,186,11070,202544,3473370
2228754,26,864,35250,526314
2228789,187,11589,199594,3221656
2229001,26,1451,41116,640366
2229037,187,11254,197302,3381657
2229247,26,993,34101,530743
2229283,186,11163,191706,3238683
2229494,27,1371,40541,611201
2229531,186,11044,200070,3444199
2229741,25,743,30192,511486
2229776,187,11217,190612,3210462
2229987,27,1490,41576,624813
2230024,186,11330,200868,3402063
2230234,26,798,33334,521784
2230270,186,11992,205234,3343544
2230481,26,1450,40191,633009
2230517,187,11264,200634,3519303
2230727,26,795,32061,528835
2230763,186,11223,192813,3299239
2230974,27,1418,42847,615925
2231011,186,11181,204412,3554168
2231220,26,802,34022,528714
2231256,187,11062,195317,3264572
2231467,27,807,34922,582426
2231504,186,10817,194911,3344814
2232630,2,1,7,25
2232640,10,4,41,284
2232707,13,7,69,409
2232741,7,3,29,158
2232821,10,5,45,337
2232838,17,383,2669,10933
2232877,19,17,157,725
2232906,19,45,425,1953
2232943,4,1,10,29
2233312,16,21,192,906
2234613,9,840,18083,151062
2234896,6,1,7,25
2234929,5,1,9,29
2234959,5,1,9,37
2235001,9,4,34,162
2235026,4,1,8,35
2235083,6,4,29,149
2235103,8,10,92,354
2235113,3,1,8,30
2235132,9,5,44,200
2235195,1,1,10,31
2235239,4,1,9,28
2235267,9,4,34,145
2235288,3,1,8,33
2235313,8,14,135,730
2235329,4,1,6,24
2235372,4,1,6,24
2235386,3,1,8,40
2235398,6,3,21,82
2235444,6,4,35,120
2235454,4,1,9,28
2235462,10,9,79,366
2235477,8,5,43,230
2235498,4,1,7,26
2235515,10,13,113,561
2235529,3,1,6,24
2235534,7,4,29,103
2235556,31,10,87,391
2235593,5,2,14,52
2235608,9,2,18,68
2235625,17,13,113,532
2235655,3,1,7,26
2235665,10,2,18,79
2235681,11,3,30,123
2235702,16,6,58,250
2235723,11,9,85,450
2235741,14,10,82,325
2235757,11,4,40,124
2235770,5,1,8,33
2235783,9,14,126,555
2235810,7,6,48,193
2235822,20,17,153,605
2235847,20,14,125,525
2235876,2,1,11,29
2235916,7,6,44,177
2235954,17,18,172,795
2235974,8,4,31,112
2239271,7,10,88,320
2243427,6,77,626,2409
2246316,18,9,72,289
2255516,3,1,12,31
2255544,3,2,17,80
2255561,7,2,19,86
2261900,5,1,12,59
2265444,5,1,14,43
2265470,3,1,10,32
2267085,3,1,9,30
2267684,3,2,15,52
2267692,2,1,13,40
2268073,11,6,51,232
2268089,5,2,24,73
2272269,11,15,143,617
2272296,5,2,15,52
2274348,6,1,13,36
2274899,5,2,15,53
2275993,6,1,9,52
2285796,8,1,14,96
2289435,4,5,58,218
2292297,5,1,9,28
2294645,5,1,9,28
2303224,9,7,70,323
2303236,8,6,52,186
2305827,6,2,17,81
2310703,5,2,19,79
2310718,6,151,1295,4616
2310821,2,1,11,30
2311145,16,31,247,948
2311166,9,3,26,120
2311182,4,1,7,44
2311884,6,1,12,59
2312757,6,2,26,105
2313109,3,1,10,48
2313150,4,3,29,117
2313194,1,2,18,66
2314457,6,2,23,115
2314465,2,1,8,26
2376021,161,9240,143107,2605170
2376234,160,10577,180906,3574477
2376447,162,8759,135539,2665569
2376661,160,10031,166224,3352249
2376861,26,755,29602,505866
2376896,185,10318,175151,2900380
2377107,27,1407,39924,582768
2377144,185,10556,187813,3240988
2377354,25,985,33356,526476
2377390,185,10436,174348,2941593
2377600,27,1340,36748,579488
2377637,185,10768,197703,3468893
2377847,27,755,31256,526070
2377883,185,10232,170543,2926981
2378094,27,767,33722,561759
2378130,186,10481,190209,3418838
2378341,26,752,30352,523930
2378376,185,10087,173220,2984334
2378588,26,760,33025,544861
2378624,185,10638,185560,3303558
2378834,26,1118,34977,525332
2378869,186,10597,178353,3124597
2379081,26,1414,39352,602879
2379117,185,10700,188113,3313919
2379327,26,763,31259,498398
2379363,185,10179,176158,2903117
2379574,27,764,33873,558725
2379611,185,10735,194441,3436357
2379820,26,786,30965,492172
2379856,186,10480,177289,3108088
2380068,26,1439,39219,610922
2380103,187,10674,193884,3460367
2380314,26,1087,34563,516331
2380349,186,10225,176591,3091896
2380561,27,1387,38804,597407
2380597,186,10805,191018,3438036
2380807,26,1395,37516,557135
2380842,187,10610,178475,3049244
2381054,27,752,33425,567032
